# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
TcIL3000.11.1160	TcIL3000.11.1160	TcIL3000.11.1160.1	protein_coding	0	7	10	159	0	0	0	0	0	89	0	0	0	10	0	0	0	0	0	0	0	0	7	70
TcIL3000.11.11600	TcIL3000.11.11600	TcIL3000.11.11600.1	protein_coding	0	0	1	36	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	0	23
TcIL3000.11.11610	TcIL3000.11.11610	TcIL3000.11.11610.1	protein_coding	0	2	0	25	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	13
TcIL3000.11.11620	TcIL3000.11.11620	TcIL3000.11.11620.1	protein_coding	0	0	0	26	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TcIL3000.11.11630	TcIL3000.11.11630	TcIL3000.11.11630.1	protein_coding	1	0	0	20	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	9
TcIL3000.11.11650	TcIL3000.11.11650	TcIL3000.11.11650.1	protein_coding	0	1	1	16	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	11
TcIL3000.11.11660	TcIL3000.11.11660	TcIL3000.11.11660.1	protein_coding	4	5	1	20	0	0	0	0	0	11	3	0	0	1	0	0	0	1	0	1	1	0	5	9
TcIL3000.11.11680	TcIL3000.11.11680	TcIL3000.11.11680.1	protein_coding	0	1	1	27	0	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	1	9
TcIL3000.11.11690	TcIL3000.11.11690	TcIL3000.11.11690.1	protein_coding	1	0	0	36	0	0	0	0	0	23	1	0	0	0	0	0	0	0	0	0	0	0	0	13
TcIL3000.11.1170	TcIL3000.11.1170	TcIL3000.11.1170.1	protein_coding	1	17	9	104	0	0	0	0	0	49	1	0	0	9	0	0	0	0	0	0	0	0	17	55
TcIL3000.11.11700	TcIL3000.11.11700	TcIL3000.11.11700.1	protein_coding	0	0	0	37	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	14
TcIL3000.11.11710	TcIL3000.11.11710	TcIL3000.11.11710.1	protein_coding	0	3	1	34	0	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	3	11
TcIL3000.11.11720	TcIL3000.11.11720	TcIL3000.11.11720.1	protein_coding	2	3	3	40	0	0	0	0	0	21	2	0	0	3	0	0	0	0	0	1	0	0	3	19
TcIL3000.11.11730	TcIL3000.11.11730	TcIL3000.11.11730.1	protein_coding	1	2	0	39	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	2	24
TcIL3000.11.11740	TcIL3000.11.11740	TcIL3000.11.11740.1	protein_coding	0	4	9	23	0	0	0	0	0	5	0	0	0	9	0	0	0	0	0	0	0	0	4	18
TcIL3000.11.11750	TcIL3000.11.11750	TcIL3000.11.11750.1	protein_coding	0	0	0	9	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	6
TcIL3000.11.11760	TcIL3000.11.11760	TcIL3000.11.11760.1	protein_coding	0	0	2	4	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	3
TcIL3000.11.11770	TcIL3000.11.11770	TcIL3000.11.11770.1	protein_coding	0	1	1	38	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	1	4
TcIL3000.11.11780	TcIL3000.11.11780	TcIL3000.11.11780.1	protein_coding	0	3	0	38	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	3	13
TcIL3000.11.11790	TcIL3000.11.11790	TcIL3000.11.11790.1	protein_coding	0	0	0	42	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	20
TcIL3000.11.1180	TcIL3000.11.1180	TcIL3000.11.1180.1	protein_coding	0	15	3	97	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	15	82
TcIL3000.11.11800	TcIL3000.11.11800	TcIL3000.11.11800.1	protein_coding	0	3	3	47	0	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	3	32
TcIL3000.11.11810	TcIL3000.11.11810	TcIL3000.11.11810.1	protein_coding	0	5	2	39	0	0	0	0	0	21	0	0	0	2	0	0	0	0	0	0	0	0	5	18
TcIL3000.11.11820	TcIL3000.11.11820	TcIL3000.11.11820.1	protein_coding	0	1	3	39	0	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	1	14
TcIL3000.11.11830	TcIL3000.11.11830	TcIL3000.11.11830.1	protein_coding	2	0	0	39	0	0	0	0	0	21	2	0	0	0	0	0	0	0	0	1	0	0	0	18
TcIL3000.11.11840	TcIL3000.11.11840	TcIL3000.11.11840.1	protein_coding	0	0	6	39	0	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0	0	19
TcIL3000.11.11850	TcIL3000.11.11850	TcIL3000.11.11850.1	protein_coding	0	3	2	39	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	3	23
TcIL3000.11.11860	TcIL3000.11.11860	TcIL3000.11.11860.1	protein_coding	0	2	0	37	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	2	22
TcIL3000.11.11870	TcIL3000.11.11870	TcIL3000.11.11870.1	protein_coding	0	21	9	52	0	1	0	0	0	32	0	0	0	8	0	0	0	0	0	0	0	0	21	20
TcIL3000.11.11880	TcIL3000.11.11880	TcIL3000.11.11880.1	protein_coding	0	0	0	43	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	21
TcIL3000.11.11890	TcIL3000.11.11890	TcIL3000.11.11890.1	protein_coding	0	2	2	35	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	2	21
TcIL3000.11.1190	TcIL3000.11.1190	TcIL3000.11.1190.1	protein_coding	0	0	1	84	0	0	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	0	0	22
TcIL3000.11.11900	TcIL3000.11.11900	TcIL3000.11.11900.1	protein_coding	0	3	2	36	0	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	3	28
TcIL3000.11.11910	TcIL3000.11.11910	TcIL3000.11.11910.1	protein_coding	0	1	0	38	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	32
TcIL3000.11.11920	TcIL3000.11.11920	TcIL3000.11.11920.1	protein_coding	0	0	0	40	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	19
TcIL3000.11.11930	TcIL3000.11.11930	TcIL3000.11.11930.1	protein_coding	0	1	4	37	0	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	1	11
TcIL3000.11.11940	TcIL3000.11.11940	TcIL3000.11.11940.1	protein_coding	0	6	1	43	0	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	6	18
TcIL3000.11.11950	TcIL3000.11.11950	TcIL3000.11.11950.1	protein_coding	0	0	0	49	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	28
TcIL3000.11.11960	TcIL3000.11.11960	TcIL3000.11.11960.1	protein_coding	0	1	1	45	0	0	0	0	0	17	0	0	0	1	0	0	0	0	0	0	0	0	1	28
TcIL3000.11.11970	TcIL3000.11.11970	TcIL3000.11.11970.1	protein_coding	0	1	0	27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	24
TcIL3000.11.11980	TcIL3000.11.11980	TcIL3000.11.11980.1	protein_coding	0	0	0	30	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	21
TcIL3000.11.11990	TcIL3000.11.11990	TcIL3000.11.11990.1	protein_coding	0	0	0	59	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	16
TcIL3000.11.120	TcIL3000.11.120	TcIL3000.11.120.1	protein_coding	0	8	3	139	0	0	0	0	0	68	0	0	0	3	0	0	0	0	0	0	0	0	8	71
TcIL3000.11.1200	TcIL3000.11.1200	TcIL3000.11.1200.1	protein_coding	1	8	8	95	0	0	0	0	0	76	1	0	0	8	0	0	0	0	0	0	0	0	8	19
TcIL3000.11.12000	TcIL3000.11.12000	TcIL3000.11.12000.1	protein_coding	0	9	1	64	0	0	0	0	0	62	0	0	0	1	0	0	0	0	0	0	0	0	9	2
TcIL3000.11.12020	TcIL3000.11.12020	TcIL3000.11.12020.1	protein_coding	0	13	12	68	0	0	0	0	0	47	0	0	0	12	0	0	0	0	0	0	0	0	13	21
TcIL3000.11.12030	TcIL3000.11.12030	TcIL3000.11.12030.1	protein_coding	0	8	0	96	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	8	54
TcIL3000.11.12040	TcIL3000.11.12040	TcIL3000.11.12040.1	protein_coding	1	6	1	90	0	0	0	0	0	33	1	0	0	1	0	0	0	0	0	0	0	0	6	57
TcIL3000.11.12050	TcIL3000.11.12050	TcIL3000.11.12050.1	protein_coding	1	3	8	62	0	0	0	0	0	13	1	0	0	8	0	0	0	0	0	0	0	0	3	49
TcIL3000.11.12070	TcIL3000.11.12070	TcIL3000.11.12070.1	protein_coding	0	0	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TcIL3000.11.12080	TcIL3000.11.12080	TcIL3000.11.12080.1	protein_coding	0	4	0	46	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	4	5
TcIL3000.11.12090	TcIL3000.11.12090	TcIL3000.11.12090.1	protein_coding	0	5	5	57	0	0	0	0	0	30	0	0	0	5	0	0	0	0	0	0	0	0	5	27
TcIL3000.11.1210	TcIL3000.11.1210	TcIL3000.11.1210.1	protein_coding	2	18	11	128	0	0	0	0	0	76	2	0	0	11	0	0	0	0	0	0	0	0	18	52
TcIL3000.11.12100	TcIL3000.11.12100	TcIL3000.11.12100.1	protein_coding	0	1	3	59	0	0	0	0	0	19	0	0	0	3	0	0	0	0	0	0	0	0	1	40
TcIL3000.11.12120	TcIL3000.11.12120	TcIL3000.11.12120.1	protein_coding	0	1	1	71	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	1	35
TcIL3000.11.12130	TcIL3000.11.12130	TcIL3000.11.12130.1	protein_coding	0	0	0	63	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	19
TcIL3000.11.12140	TcIL3000.11.12140	TcIL3000.11.12140.1	protein_coding	2	6	8	51	0	0	0	0	0	28	2	0	0	8	0	0	0	0	0	0	0	0	6	23
TcIL3000.11.12150	TcIL3000.11.12150	TcIL3000.11.12150.1	protein_coding	0	11	6	79	0	0	0	0	0	35	0	0	0	6	0	0	0	0	0	0	0	0	11	44
TcIL3000.11.12160	TcIL3000.11.12160	TcIL3000.11.12160.1	protein_coding	2	9	14	87	0	0	0	2	1	47	0	0	0	12	0	0	0	0	0	2	0	0	9	40
TcIL3000.11.12170	TcIL3000.11.12170	TcIL3000.11.12170.1	protein_coding	0	9	5	70	0	0	0	0	0	33	0	0	0	5	0	0	0	0	0	0	0	0	9	37
TcIL3000.11.12180	TcIL3000.11.12180	TcIL3000.11.12180.1	protein_coding	0	3	2	73	0	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	3	53
TcIL3000.11.12190	TcIL3000.11.12190	TcIL3000.11.12190.1	protein_coding	0	0	0	53	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	35
TcIL3000.11.1220	TcIL3000.11.1220	TcIL3000.11.1220.1	protein_coding	0	1	1	133	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	1	74
TcIL3000.11.12200	TcIL3000.11.12200	TcIL3000.11.12200.1	protein_coding	0	4	6	47	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	4	17
TcIL3000.11.12210	TcIL3000.11.12210	TcIL3000.11.12210.1	protein_coding	0	3	0	43	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	3	14
TcIL3000.11.12220	TcIL3000.11.12220	TcIL3000.11.12220.1	protein_coding	0	3	1	43	0	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	3	22
TcIL3000.11.12240	TcIL3000.11.12240	TcIL3000.11.12240.1	protein_coding	0	2	1	52	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	2	33
TcIL3000.11.12250	TcIL3000.11.12250	TcIL3000.11.12250.1	protein_coding	0	2	0	59	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	30
TcIL3000.11.12260	TcIL3000.11.12260	TcIL3000.11.12260.1	protein_coding	0	8	6	59	0	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	8	29
TcIL3000.11.12270	TcIL3000.11.12270	TcIL3000.11.12270.1	protein_coding	2	5	0	52	0	0	0	0	0	27	1	0	0	0	0	0	0	1	0	0	1	0	5	25
TcIL3000.11.12280	TcIL3000.11.12280	TcIL3000.11.12280.1	protein_coding	1	2	4	59	0	0	0	0	0	30	1	0	0	4	0	0	0	0	0	1	0	0	2	29
TcIL3000.11.12290	TcIL3000.11.12290	TcIL3000.11.12290.1	protein_coding	0	5	0	75	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	5	35
TcIL3000.11.1230	TcIL3000.11.1230	TcIL3000.11.1230.1	protein_coding	0	5	1	96	0	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	5	67
TcIL3000.11.12320	TcIL3000.11.12320	TcIL3000.11.12320.1	protein_coding	0	3	0	70	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	3	34
TcIL3000.11.12330	TcIL3000.11.12330	TcIL3000.11.12330.1	protein_coding	0	4	2	76	0	0	0	0	0	36	0	0	0	2	0	0	0	0	0	0	0	0	4	40
TcIL3000.11.12340	TcIL3000.11.12340	TcIL3000.11.12340.1	protein_coding	0	4	1	80	0	0	0	0	0	46	0	0	0	1	0	0	0	0	0	0	0	0	4	34
TcIL3000.11.12350	TcIL3000.11.12350	TcIL3000.11.12350.1	protein_coding	2	4	2	74	0	0	0	0	0	45	2	0	0	2	0	0	0	0	0	0	0	0	4	29
TcIL3000.11.12390	TcIL3000.11.12390	TcIL3000.11.12390.1	protein_coding	0	8	1	57	0	0	0	0	0	19	0	0	0	1	0	0	0	0	0	0	0	0	8	38
TcIL3000.11.1240	TcIL3000.11.1240	TcIL3000.11.1240.1	protein_coding	0	3	1	30	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	0
TcIL3000.11.12400	TcIL3000.11.12400	TcIL3000.11.12400.1	protein_coding	0	2	1	58	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	46
TcIL3000.11.12410	TcIL3000.11.12410	TcIL3000.11.12410.1	protein_coding	0	1	0	41	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	0
TcIL3000.11.12420	TcIL3000.11.12420	TcIL3000.11.12420.1	protein_coding	0	3	0	61	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	3	2
TcIL3000.11.12430	TcIL3000.11.12430	TcIL3000.11.12430.1	protein_coding	1	0	9	74	0	0	1	0	0	15	1	0	0	8	0	0	0	0	0	0	0	0	0	59
TcIL3000.11.12440	TcIL3000.11.12440	TcIL3000.11.12440.1	protein_coding	0	8	9	96	0	0	0	0	0	51	0	0	0	9	0	0	0	0	0	0	0	0	8	45
TcIL3000.11.12450	TcIL3000.11.12450	TcIL3000.11.12450.1	protein_coding	0	7	7	112	0	0	0	0	0	42	0	0	0	7	0	0	0	0	0	0	0	0	7	70
TcIL3000.11.12460	TcIL3000.11.12460	TcIL3000.11.12460.1	protein_coding	0	11	3	92	0	0	0	0	0	36	0	0	0	3	0	0	0	0	0	0	0	0	11	56
TcIL3000.11.12470	TcIL3000.11.12470	TcIL3000.11.12470.1	protein_coding	0	17	11	60	0	0	0	0	0	22	0	0	0	11	0	0	0	0	0	0	0	0	17	38
TcIL3000.11.12480	TcIL3000.11.12480	TcIL3000.11.12480.1	protein_coding	0	1	0	56	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	38
TcIL3000.11.1250	TcIL3000.11.1250	TcIL3000.11.1250.1	protein_coding	0	0	0	45	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	15
TcIL3000.11.12510	TcIL3000.11.12510	TcIL3000.11.12510.1	protein_coding	0	0	1	27	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27
TcIL3000.11.12520	TcIL3000.11.12520	TcIL3000.11.12520.1	protein_coding	0	0	1	28	0	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TcIL3000.11.12530	TcIL3000.11.12530	TcIL3000.11.12530.1	protein_coding	0	7	5	22	0	0	0	0	0	15	0	0	0	5	0	0	0	0	0	0	0	0	7	7
TcIL3000.11.12540	TcIL3000.11.12540	TcIL3000.11.12540.1	protein_coding	0	0	0	48	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	24
TcIL3000.11.12550	TcIL3000.11.12550	TcIL3000.11.12550.1	protein_coding	2	6	3	51	0	0	0	0	1	24	2	0	0	2	0	0	0	0	0	2	0	0	6	27
TcIL3000.11.12560	TcIL3000.11.12560	TcIL3000.11.12560.1	protein_coding	0	0	1	54	0	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	0	30
TcIL3000.11.12570	TcIL3000.11.12570	TcIL3000.11.12570.1	protein_coding	0	2	1	48	0	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	2	22
TcIL3000.11.12580	TcIL3000.11.12580	TcIL3000.11.12580.1	protein_coding	0	3	4	38	0	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	3	15
TcIL3000.11.12590	TcIL3000.11.12590	TcIL3000.11.12590.1	protein_coding	0	0	1	40	0	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	0	26
TcIL3000.11.1260	TcIL3000.11.1260	TcIL3000.11.1260.1	protein_coding	0	0	0	99	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	34
TcIL3000.11.12600	TcIL3000.11.12600	TcIL3000.11.12600.1	protein_coding	1	1	0	36	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	1	0	0	1	25
TcIL3000.11.12610	TcIL3000.11.12610	TcIL3000.11.12610.1	protein_coding	0	1	1	33	0	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	25
TcIL3000.11.12620	TcIL3000.11.12620	TcIL3000.11.12620.1	protein_coding	0	2	1	25	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	22
TcIL3000.11.12630	TcIL3000.11.12630	TcIL3000.11.12630.1	protein_coding	0	0	0	14	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	11
TcIL3000.11.12640	TcIL3000.11.12640	TcIL3000.11.12640.1	protein_coding	0	0	0	40	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	36
TcIL3000.11.12650	TcIL3000.11.12650	TcIL3000.11.12650.1	protein_coding	1	1	1	47	0	0	0	0	0	29	1	0	0	1	0	0	0	0	0	0	0	0	1	18
TcIL3000.11.12660	TcIL3000.11.12660	TcIL3000.11.12660.1	protein_coding	0	0	0	52	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	41
TcIL3000.11.12670	TcIL3000.11.12670	TcIL3000.11.12670.1	protein_coding	0	0	1	33	0	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	23
TcIL3000.11.12680	TcIL3000.11.12680	TcIL3000.11.12680.1	protein_coding	0	2	0	36	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	2	17
TcIL3000.11.12690	TcIL3000.11.12690	TcIL3000.11.12690.1	protein_coding	0	1	0	44	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	1	11
TcIL3000.11.1270	TcIL3000.11.1270	TcIL3000.11.1270.1	protein_coding	1	31	8	63	0	0	0	0	0	22	1	0	0	8	0	0	0	0	0	1	0	0	31	41
TcIL3000.11.12700	TcIL3000.11.12700	TcIL3000.11.12700.1	protein_coding	3	4	2	40	0	0	0	0	0	31	3	0	0	2	0	0	0	0	0	1	0	0	4	9
TcIL3000.11.12710	TcIL3000.11.12710	TcIL3000.11.12710.1	protein_coding	2	1	0	45	0	0	0	0	1	29	1	0	0	0	0	0	0	0	0	1	0	0	1	16
TcIL3000.11.12720	TcIL3000.11.12720	TcIL3000.11.12720.1	protein_coding	0	1	1	48	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	1	18
TcIL3000.11.12730	TcIL3000.11.12730	TcIL3000.11.12730.1	protein_coding	0	8	6	65	0	0	0	0	0	28	0	0	0	6	0	0	0	0	0	0	0	0	8	37
TcIL3000.11.12740	TcIL3000.11.12740	TcIL3000.11.12740.1	protein_coding	0	1	0	46	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	21
TcIL3000.11.12750	TcIL3000.11.12750	TcIL3000.11.12750.1	protein_coding	1	1	1	80	0	0	0	0	0	19	1	0	0	1	0	0	0	0	0	0	0	0	1	61
TcIL3000.11.12760	TcIL3000.11.12760	TcIL3000.11.12760.1	protein_coding	0	1	0	71	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	1	50
TcIL3000.11.12770	TcIL3000.11.12770	TcIL3000.11.12770.1	protein_coding	0	0	0	69	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	45
TcIL3000.11.12780	TcIL3000.11.12780	TcIL3000.11.12780.1	protein_coding	0	2	1	81	0	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	0	0	2	26
TcIL3000.11.12790	TcIL3000.11.12790	TcIL3000.11.12790.1	protein_coding	0	16	7	88	0	0	0	0	0	66	0	0	0	7	0	0	0	0	0	0	0	0	16	22
TcIL3000.11.1280	TcIL3000.11.1280	TcIL3000.11.1280.1	protein_coding	1	1	2	66	0	0	1	0	0	25	0	0	0	2	0	0	0	0	0	1	0	0	1	41
TcIL3000.11.12800	TcIL3000.11.12800	TcIL3000.11.12800.1	protein_coding	0	12	5	117	0	0	0	0	0	52	0	0	0	5	0	0	0	0	0	0	0	0	12	65
TcIL3000.11.12820	TcIL3000.11.12820	TcIL3000.11.12820.1	protein_coding	0	8	0	117	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	8	62
TcIL3000.11.12830	TcIL3000.11.12830	TcIL3000.11.12830.1	protein_coding	4	2	1	90	0	0	0	0	0	45	4	0	0	1	0	0	0	0	0	0	0	0	2	45
TcIL3000.11.12840	TcIL3000.11.12840	TcIL3000.11.12840.1	protein_coding	2	18	2	85	0	0	0	0	0	34	2	0	0	2	0	0	0	0	0	1	0	0	18	51
TcIL3000.11.12860	TcIL3000.11.12860	TcIL3000.11.12860.1	protein_coding	2	1	0	80	0	0	0	0	0	26	2	0	0	0	0	0	0	0	0	0	0	0	1	54
TcIL3000.11.12870	TcIL3000.11.12870	TcIL3000.11.12870.1	protein_coding	0	4	4	71	0	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	4	49
TcIL3000.11.12880	TcIL3000.11.12880	TcIL3000.11.12880.1	protein_coding	6	3	2	64	0	0	0	0	2	39	6	0	0	0	0	0	0	0	0	1	0	0	3	25
TcIL3000.11.12890	TcIL3000.11.12890	TcIL3000.11.12890.1	protein_coding	4	10	7	68	0	0	1	0	0	49	4	0	0	6	0	0	0	0	0	3	0	0	10	19
TcIL3000.11.1290	TcIL3000.11.1290	TcIL3000.11.1290.1	protein_coding	0	2	2	56	0	0	0	0	0	41	0	0	0	2	0	0	0	0	0	0	0	0	2	15
TcIL3000.11.12900	TcIL3000.11.12900	TcIL3000.11.12900.1	protein_coding	0	1	4	102	0	0	0	0	0	64	0	0	0	4	0	0	0	0	0	0	0	0	1	38
TcIL3000.11.12910	TcIL3000.11.12910	TcIL3000.11.12910.1	protein_coding	0	6	9	117	0	0	0	0	1	61	0	0	0	8	0	0	0	0	0	0	0	0	6	56
TcIL3000.11.12920	TcIL3000.11.12920	TcIL3000.11.12920.1	protein_coding	2	2	2	114	0	0	0	0	1	55	1	0	0	2	0	0	0	0	0	1	0	0	2	59
TcIL3000.11.12930	TcIL3000.11.12930	TcIL3000.11.12930.1	protein_coding	0	0	0	110	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	67
TcIL3000.11.12940	TcIL3000.11.12940	TcIL3000.11.12940.1	protein_coding	1	10	2	80	0	0	0	0	0	17	1	0	0	2	0	0	0	0	0	0	0	0	10	63
TcIL3000.11.12950	TcIL3000.11.12950	TcIL3000.11.12950.1	protein_coding	0	1	0	51	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	1	43
TcIL3000.11.12960	TcIL3000.11.12960	TcIL3000.11.12960.1	protein_coding	0	0	0	32	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	16
TcIL3000.11.12970	TcIL3000.11.12970	TcIL3000.11.12970.1	protein_coding	0	3	3	24	0	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	3	4
TcIL3000.11.12980	TcIL3000.11.12980	TcIL3000.11.12980.1	protein_coding	0	1	0	31	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	8
TcIL3000.11.12990	TcIL3000.11.12990	TcIL3000.11.12990.1	protein_coding	0	0	2	32	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	0	18
TcIL3000.11.130	TcIL3000.11.130	TcIL3000.11.130.1	protein_coding	0	20	23	118	0	0	0	0	0	72	0	0	0	23	0	0	0	0	0	0	0	0	20	46
TcIL3000.11.1300	TcIL3000.11.1300	TcIL3000.11.1300.1	protein_coding	0	27	3	22	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	27	22
TcIL3000.11.13000	TcIL3000.11.13000	TcIL3000.11.13000.1	protein_coding	0	0	0	40	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	22
TcIL3000.11.13010	TcIL3000.11.13010	TcIL3000.11.13010.1	protein_coding	0	3	9	30	0	0	0	0	0	8	0	0	0	9	0	0	0	0	0	0	0	0	3	22
TcIL3000.11.13020	TcIL3000.11.13020	TcIL3000.11.13020.1	protein_coding	0	1	0	21	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	18
TcIL3000.11.13030	TcIL3000.11.13030	TcIL3000.11.13030.1	protein_coding	0	0	0	19	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	8
TcIL3000.11.13050	TcIL3000.11.13050	TcIL3000.11.13050.1	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
